case_id,agent_type,persona_type,difficulty,v_i,judge_s_resolution,judge_s_completeness,judge_s_tone,s_answer_quality,s_grounding,grounding_order_id,grounding_status,grounding_amount,grounding_policy_claim,grounding_policy_condition,s_outcome,tool_f1,tool_arg_correctness,tool_result_usage,s_tool,used_tools,expected_tools,traj_flow_order,traj_no_loops,traj_no_redundancy,traj_identity_verified,s_trajectory,total_tokens,execution_seconds,s_efficiency,i_fatal,fatal_reasons,s_raw,s_agent,proxy_cost,net_value
OOS_029,PlanExecute,Polite,hard,1,2,2,4,35.0,100.0,True,,,,,61.0,1.0,1.0,1.0,100.0,apply_refund|query_order,apply_refund|query_order,True,True,True,True,100.0,18483,38.87,100.0,0,,80.5,80.5,19.01,0.6149
OOS_030,PlanExecute,Polite,hard,1,2,2,3,30.0,100.0,True,,,,,58.0,0.667,1.0,1.0,83.3,query_order,apply_refund|query_order,True,True,True,True,100.0,18655,37.86,100.0,0,,75.7,75.7,19.05,0.5665
OOS_031,PlanExecute,Polite,medium,1,3,3,4,55.0,100.0,True,,,,,73.0,1.0,1.0,1.0,100.0,apply_refund|query_order,apply_refund|query_order,True,True,True,True,100.0,18026,34.81,100.0,0,,86.5,86.5,18.91,0.6759
OOS_032,PlanExecute,Polite,medium,1,2,2,4,35.0,50.0,True,False,,,,41.0,0.667,1.0,1.0,83.3,query_order,apply_refund|query_order,True,True,True,True,100.0,18070,35.63,100.0,0,,67.2,67.2,18.92,0.4828
OOS_033,PlanExecute,Polite,medium,1,2,2,5,40.0,100.0,True,,,,,64.0,0.667,1.0,1.0,83.3,query_order,apply_refund|query_order,True,True,True,True,100.0,18455,38.32,100.0,0,,78.7,78.7,19.01,0.5969
OOS_034,PlanExecute,Polite,easy,1,2,2,5,40.0,100.0,True,,,,,64.0,0.667,1.0,1.0,83.3,query_order,apply_refund|query_order,True,True,True,True,100.0,17858,34.85,100.0,0,,78.7,78.7,18.88,0.5982
OOS_035,PlanExecute,Polite,easy,1,2,2,4,35.0,100.0,True,,,,,61.0,0.667,1.0,1.0,83.3,query_order,apply_refund|query_order,True,True,True,True,100.0,17753,33.06,100.0,0,,77.2,77.2,18.85,0.5835
OOS_036,PlanExecute,Polite,hard,1,2,2,4,35.0,100.0,True,True,,,,61.0,0.0,1.0,1.0,50.0,query_order,get_policy,True,True,True,True,100.0,17930,33.97,100.0,0,,70.5,70.5,18.89,0.5161
OOS_037,PlanExecute,Polite,hard,1,3,2,5,52.5,100.0,True,True,,,,71.5,0.0,1.0,1.0,50.0,cancel_order,get_policy,False,True,True,True,75.0,17999,32.0,100.0,0,,73.2,73.2,23.91,0.4929
OOS_038,PlanExecute,Polite,medium,1,2,2,5,40.0,100.0,True,True,,,,64.0,0.0,1.0,0.0,25.0,apply_refund,get_policy,False,True,True,True,75.0,17488,28.41,100.0,0,,64.5,64.5,23.8,0.407
OOS_039,PlanExecute,Polite,medium,1,1,1,2,5.0,100.0,True,True,,,,43.0,0.0,1.0,1.0,50.0,query_order,get_policy,True,True,True,True,100.0,18026,34.31,100.0,0,,61.5,61.5,18.91,0.4259
OOS_040,PlanExecute,Polite,easy,1,2,1,3,22.5,100.0,True,True,,,,53.5,0.0,1.0,1.0,50.0,query_order,get_policy,True,True,True,True,100.0,17637,29.72,100.0,0,,66.8,66.8,18.83,0.4797
OOS_041,PlanExecute,Polite,easy,1,2,2,5,40.0,100.0,True,True,,,,64.0,0.0,1.0,1.0,50.0,query_order,get_policy,True,True,True,True,100.0,17897,33.85,100.0,0,,72.0,72.0,18.88,0.5312
OOS_042,PlanExecute,Polite,hard,1,5,3,5,85.0,100.0,True,,,,,91.0,0.667,1.0,1.0,83.3,cancel_order,cancel_order|query_order,False,True,True,True,75.0,17938,31.57,100.0,0,,89.7,89.7,23.89,0.6581
OOS_043,PlanExecute,Polite,hard,1,2,2,5,40.0,100.0,True,,,,,64.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,18147,35.61,100.0,0,,82.0,82.0,18.94,0.6306
OOS_044,PlanExecute,Polite,medium,1,1,1,2,5.0,100.0,,,,,,43.0,0.0,1.0,1.0,50.0,,cancel_order|query_order,True,True,True,True,100.0,43004,67.19,92.8,0,,60.1,60.1,34.33,0.2577
OOS_045,PlanExecute,Polite,medium,1,1,1,3,10.0,100.0,True,,,,,46.0,0.667,1.0,1.0,83.3,query_order,cancel_order|query_order,True,True,True,True,100.0,17853,33.51,100.0,0,,69.7,69.7,18.88,0.5082
OOS_046,PlanExecute,Polite,easy,1,4,5,5,87.5,100.0,True,True,,,,92.5,1.0,1.0,1.0,100.0,cancel_order|query_order,cancel_order|query_order,True,True,True,True,100.0,18075,33.72,100.0,0,,96.2,96.2,18.92,0.7728
OOS_047,PlanExecute,Polite,hard,1,1,1,2,5.0,100.0,True,,,,,43.0,0.0,1.0,1.0,50.0,query_order,get_policy,True,True,True,True,100.0,18297,35.39,100.0,0,,61.5,61.5,18.97,0.4253
OOS_048,PlanExecute,Polite,hard,1,1,1,2,5.0,100.0,,,,,,43.0,0.0,1.0,1.0,50.0,query_order,get_policy,True,True,True,True,100.0,18148,34.63,100.0,0,,61.5,61.5,18.94,0.4256
OOS_049,PlanExecute,Polite,medium,1,1,1,2,5.0,100.0,,,,,,43.0,0.0,1.0,1.0,50.0,query_order,get_policy,True,True,True,True,100.0,18261,41.02,100.0,0,,61.5,61.5,18.96,0.4254
OOS_050,PlanExecute,Polite,easy,1,2,2,3,30.0,100.0,,,,,,58.0,0.0,1.0,1.0,50.0,query_order,get_policy,True,True,True,True,100.0,17899,35.2,100.0,0,,69.0,69.0,18.89,0.5011
OOS_001,ReAct,Polite,hard,1,1,1,3,10.0,100.0,True,,,,,46.0,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,True,True,False,75.0,11664,18.41,100.0,0,,62.2,62.2,22.53,0.3967
OOS_002,ReAct,Polite,hard,1,1,1,3,10.0,100.0,True,,,,,46.0,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,True,True,False,75.0,11620,116.9,45.0,0,,51.2,51.2,22.52,0.2868
OOS_003,ReAct,Polite,hard,1,1,1,3,10.0,100.0,True,,,,,46.0,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,True,True,False,75.0,11729,18.17,100.0,0,,62.2,62.2,22.55,0.3965
OOS_004,ReAct,Polite,hard,1,1,1,3,10.0,100.0,True,,,,,46.0,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,True,True,False,75.0,11683,18.62,100.0,0,,62.2,62.2,22.54,0.3966
OOS_005,ReAct,Polite,hard,1,2,1,3,22.5,100.0,True,,,,,53.5,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,True,True,False,75.0,25960,40.25,100.0,0,,65.9,65.9,25.64,0.4026
OOS_006,ReAct,Polite,medium,1,1,1,4,15.0,100.0,True,,,,,49.0,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,True,True,False,75.0,25829,41.14,100.0,0,,63.7,63.7,25.61,0.3809
OOS_007,ReAct,Polite,medium,1,1,1,3,10.0,100.0,True,,,,,46.0,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,True,True,False,75.0,11639,19.07,100.0,0,,62.2,62.2,22.53,0.3967
OOS_008,ReAct,Polite,medium,1,2,2,4,35.0,100.0,True,,,,,61.0,1.0,0.0,1.0,75.0,query_order,query_order,True,True,True,False,75.0,25886,42.59,100.0,0,,73.0,73.0,25.62,0.4738
OOS_009,ReAct,Polite,medium,1,2,1,4,27.5,100.0,True,,,,,56.5,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,True,True,False,75.0,25875,40.54,100.0,0,,67.4,67.4,25.62,0.4178
OOS_010,ReAct,Polite,medium,1,2,2,5,40.0,100.0,True,,,,,64.0,0.667,0.0,1.0,58.3,query_order,apply_refund|query_order,True,True,True,False,75.0,25848,40.81,100.0,0,,71.2,71.2,25.61,0.4559
OOS_011,ReAct,Polite,easy,1,1,1,4,15.0,100.0,True,,,,,49.0,0.667,0.0,1.0,58.3,query_order,get_policy|query_order,True,True,True,False,75.0,25799,40.42,100.0,0,,63.7,63.7,25.6,0.381
OOS_012,ReAct,Polite,easy,1,1,1,4,15.0,100.0,True,,,,,49.0,1.0,0.0,1.0,75.0,query_order,query_order,True,True,True,False,75.0,25826,40.64,100.0,0,,67.0,67.0,25.61,0.4139
OOS_013,ReAct,Polite,easy,1,1,1,3,10.0,100.0,True,,,,,46.0,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,25839,33.06,100.0,0,,63.0,63.0,35.61,0.2739
OOS_014,ReAct,Polite,easy,1,1,1,3,10.0,50.0,True,False,,,,26.0,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,False,True,False,50.0,25840,40.72,100.0,0,,49.7,49.7,35.61,0.1409
OOS_015,ReAct,Polite,easy,1,2,1,5,32.5,100.0,True,,,,,59.5,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,True,True,False,75.0,25760,39.59,100.0,0,,68.9,68.9,25.59,0.4331
OOS_016,ReAct,Polite,hard,1,3,2,5,52.5,100.0,True,True,,,,71.5,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,True,True,False,75.0,15801,25.37,100.0,0,,74.9,74.9,23.43,0.5147
OOS_017,ReAct,Polite,hard,1,5,5,5,100.0,100.0,True,True,,,,100.0,1.0,0.0,1.0,75.0,query_order,query_order,True,True,True,False,75.0,17752,29.95,100.0,0,,92.5,92.5,23.85,0.6865
OOS_018,ReAct,Polite,hard,1,1,1,3,10.0,100.0,True,,,,,46.0,1.0,0.0,1.0,75.0,query_order,query_order,True,True,True,False,75.0,11592,18.4,100.0,0,,65.5,65.5,22.52,0.4298
OOS_019,ReAct,Polite,hard,1,2,2,5,40.0,100.0,True,,,,,64.0,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,True,True,False,75.0,15761,24.96,100.0,0,,71.2,71.2,23.42,0.4778
OOS_020,ReAct,Polite,medium,1,3,2,5,52.5,100.0,True,True,,,,71.5,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,True,True,False,75.0,15722,21.35,100.0,0,,74.9,74.9,23.41,0.5149
OOS_021,ReAct,Polite,medium,1,1,1,4,15.0,100.0,True,True,,,,49.0,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,True,True,False,75.0,17555,28.01,100.0,0,,63.7,63.7,23.81,0.3989
OOS_022,ReAct,Polite,medium,1,3,2,5,52.5,100.0,True,True,,,,71.5,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,True,True,False,75.0,25894,41.76,100.0,0,,74.9,74.9,25.62,0.4928
OOS_023,ReAct,Polite,medium,1,2,2,4,35.0,100.0,True,True,,,,61.0,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,True,True,False,75.0,11567,18.64,100.0,0,,69.7,69.7,22.51,0.4719
OOS_024,ReAct,Polite,easy,1,4,3,5,72.5,100.0,True,True,,,,83.5,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,True,True,False,75.0,15706,38.0,100.0,0,,80.9,80.9,23.41,0.5749
OOS_025,ReAct,Polite,easy,1,2,2,4,35.0,100.0,True,True,,,,61.0,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,True,True,False,75.0,11563,19.36,100.0,0,,69.7,69.7,22.51,0.4719
OOS_026,ReAct,Polite,easy,1,5,4,5,92.5,100.0,True,True,,,,95.5,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,True,True,False,75.0,15635,23.93,100.0,0,,86.9,86.9,23.39,0.6351
OOS_027,ReAct,Polite,easy,1,2,1,4,27.5,100.0,True,,,,,56.5,1.0,0.0,1.0,75.0,query_order,query_order,True,True,True,False,75.0,25829,40.5,100.0,0,,70.8,70.8,25.61,0.4519
OOS_028,ReAct,Polite,hard,1,3,2,5,52.5,100.0,True,,,,,71.5,0.667,0.0,1.0,58.3,query_order,apply_refund|query_order,True,True,True,False,75.0,15799,21.55,100.0,0,,74.9,74.9,23.43,0.5147
OOS_029,ReAct,Polite,hard,1,2,2,5,40.0,100.0,True,,,,,64.0,0.667,0.0,1.0,58.3,query_order,apply_refund|query_order,True,True,True,False,75.0,26040,42.19,100.0,0,,71.2,71.2,25.65,0.4555
OOS_030,ReAct,Polite,hard,1,1,1,2,5.0,100.0,True,,,,,43.0,0.667,0.0,1.0,58.3,query_order,apply_refund|query_order,True,True,True,False,75.0,11689,19.92,100.0,0,,60.7,60.7,22.54,0.3816
OOS_031,ReAct,Polite,medium,1,5,2,5,77.5,100.0,True,,,,,86.5,0.667,0.0,1.0,58.3,query_order,apply_refund|query_order,True,True,True,False,75.0,15709,25.03,100.0,0,,82.4,82.4,23.41,0.5899
OOS_032,ReAct,Polite,medium,1,1,1,3,10.0,100.0,True,,,,,46.0,0.667,0.0,1.0,58.3,query_order,apply_refund|query_order,True,True,True,False,75.0,11601,19.07,100.0,0,,62.2,62.2,22.52,0.3968
OOS_033,ReAct,Polite,medium,1,2,2,4,35.0,100.0,True,,,,,61.0,0.667,0.0,1.0,58.3,query_order,apply_refund|query_order,True,True,True,False,75.0,25913,41.85,100.0,0,,69.7,69.7,25.62,0.4408
OOS_034,ReAct,Polite,easy,1,1,1,3,10.0,50.0,True,False,,,,26.0,0.667,0.0,1.0,58.3,query_order,apply_refund|query_order,True,False,True,False,50.0,25676,38.73,100.0,0,,49.7,49.7,35.57,0.1413
OOS_035,ReAct,Polite,easy,1,2,2,5,40.0,100.0,True,,,,,64.0,0.667,0.0,1.0,58.3,query_order,apply_refund|query_order,True,True,True,False,75.0,25638,38.65,100.0,0,,71.2,71.2,25.57,0.4563
OOS_036,ReAct,Polite,hard,1,1,1,3,10.0,100.0,True,True,,,,46.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,True,True,False,75.0,17622,28.67,100.0,0,,55.5,55.5,23.83,0.3167
OOS_037,ReAct,Polite,hard,1,5,5,5,100.0,100.0,True,True,,,,100.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,True,True,False,75.0,15753,24.75,100.0,0,,82.5,82.5,23.42,0.5908
OOS_038,ReAct,Polite,medium,1,2,2,5,40.0,100.0,True,True,,,,64.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,True,True,False,75.0,25741,38.77,100.0,0,,64.5,64.5,25.59,0.3891
OOS_039,ReAct,Polite,medium,1,1,1,3,10.0,100.0,True,True,,,,46.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,True,True,False,75.0,17751,31.01,100.0,0,,55.5,55.5,23.85,0.3165
OOS_040,ReAct,Polite,easy,1,2,2,4,35.0,100.0,True,True,,,,61.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,True,True,False,75.0,25810,40.29,100.0,0,,63.0,63.0,25.6,0.374
OOS_041,ReAct,Polite,easy,1,5,5,5,100.0,100.0,True,True,,,,100.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,True,True,False,75.0,15692,24.52,100.0,0,,82.5,82.5,23.41,0.5909
OOS_042,ReAct,Polite,hard,1,5,3,3,75.0,100.0,True,,,,,85.0,0.667,0.0,1.0,58.3,query_order,cancel_order|query_order,True,False,True,False,50.0,21705,36.16,100.0,0,,79.2,79.2,34.71,0.4449
OOS_043,ReAct,Polite,hard,1,1,1,3,10.0,100.0,True,,,,,46.0,1.0,0.0,1.0,75.0,query_order,query_order,True,True,True,False,75.0,11604,19.25,100.0,0,,65.5,65.5,22.52,0.4298
OOS_044,ReAct,Polite,medium,1,5,5,5,100.0,100.0,True,,,,,100.0,0.667,0.0,1.0,58.3,query_order,cancel_order|query_order,True,True,True,False,75.0,15695,24.31,100.0,0,,89.2,89.2,23.41,0.6579
OOS_045,ReAct,Polite,medium,1,5,5,5,100.0,100.0,True,,,,,100.0,0.667,0.0,1.0,58.3,query_order,cancel_order|query_order,True,True,True,False,75.0,15704,25.32,100.0,0,,89.2,89.2,23.41,0.6579
OOS_046,ReAct,Polite,easy,1,3,5,5,75.0,100.0,True,True,,,,85.0,0.667,0.0,1.0,58.3,query_order,cancel_order|query_order,True,True,True,False,75.0,17576,28.7,100.0,0,,81.7,81.7,23.82,0.5788
OOS_047,ReAct,Polite,hard,1,1,1,3,10.0,100.0,True,,,,,46.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,False,True,False,50.0,25980,41.82,100.0,0,,53.0,53.0,35.64,0.1736
OOS_048,ReAct,Polite,hard,1,1,1,3,10.0,100.0,,,,,,46.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,True,True,False,75.0,26005,41.75,100.0,0,,55.5,55.5,25.64,0.2986
OOS_049,ReAct,Polite,medium,1,1,1,2,5.0,100.0,,,,,,43.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,True,True,False,75.0,15795,25.69,100.0,0,,54.0,54.0,23.43,0.3057
OOS_050,ReAct,Polite,easy,1,1,1,2,5.0,100.0,,,,,,43.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,False,True,False,50.0,25808,40.46,100.0,0,,51.5,51.5,35.6,0.159
OOS_001,Reflection,Polite,hard,1,1,1,3,10.0,100.0,True,,,,,46.0,0.0,1.0,1.0,50.0,,query_order|track_shipping,True,True,True,True,100.0,80980,122.45,42.9,0,,51.6,51.6,47.58,0.0402
OOS_002,Reflection,Polite,hard,1,1,1,2,5.0,50.0,True,,False,,,23.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,208675,322.31,16.3,0,,41.4,41.4,75.3,-0.339
OOS_003,Reflection,Polite,hard,1,2,2,4,35.0,50.0,True,False,,,,41.0,0.0,1.0,1.0,50.0,,query_order|track_shipping,True,True,True,True,100.0,230342,364.86,14.4,0,,43.4,43.4,80.0,-0.366
OOS_004,Reflection,Polite,hard,1,2,2,4,35.0,50.0,True,False,,,,41.0,0.0,1.0,1.0,50.0,,query_order|track_shipping,True,True,True,True,100.0,223348,308.66,17.0,0,,43.9,43.9,78.48,-0.3458
OOS_005,Reflection,Polite,hard,1,2,2,4,35.0,100.0,True,,,,,61.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,112131,179.89,29.2,0,,63.0,63.0,49.34,0.1366
OOS_006,Reflection,Polite,medium,1,1,2,4,22.5,50.0,True,False,,,,33.5,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,52809,92.86,67.1,0,,56.8,56.8,26.46,0.3034
OOS_007,Reflection,Polite,medium,1,1,1,3,10.0,100.0,,,,,,46.0,0.0,1.0,1.0,50.0,,query_order|track_shipping,True,True,True,True,100.0,215442,303.15,20.6,0,,47.1,47.1,76.77,-0.2967
OOS_008,Reflection,Polite,medium,1,1,1,4,15.0,100.0,True,,,,,49.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,68003,109.64,56.8,0,,65.9,65.9,29.76,0.3614
OOS_009,Reflection,Polite,medium,1,1,1,4,15.0,50.0,True,False,,,,29.0,0.0,1.0,1.0,50.0,,query_order|track_shipping,True,True,True,True,100.0,83382,136.56,45.6,0,,43.6,43.6,38.1,0.055
OOS_010,Reflection,Polite,medium,1,1,1,2,5.0,100.0,,,,,,43.0,0.667,1.0,0.0,58.3,query_order,apply_refund|query_order,True,True,True,True,100.0,134319,249.64,25.0,0,,48.2,48.2,49.16,-0.0096
OOS_011,Reflection,Polite,easy,1,1,1,2,5.0,50.0,True,False,,,,23.0,0.667,1.0,1.0,83.3,query_order,get_policy|query_order,True,True,True,True,100.0,227990,354.42,15.6,0,,41.3,41.3,79.49,-0.3819
OOS_012,Reflection,Polite,easy,1,2,2,3,30.0,0.0,,False,,,,18.0,0.0,1.0,1.0,50.0,,query_order,True,True,True,True,100.0,113775,216.04,25.7,0,,34.1,34.1,54.7,-0.206
OOS_013,Reflection,Polite,easy,1,2,2,5,40.0,100.0,True,,,,,64.0,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,30642,133.8,41.4,0,,70.3,70.3,21.65,0.4865
OOS_014,Reflection,Polite,easy,1,1,1,4,15.0,0.0,,False,,,,9.0,0.0,1.0,1.0,50.0,,query_order|track_shipping,True,True,True,True,100.0,225542,336.81,16.5,0,,27.8,27.8,78.96,-0.5116
OOS_015,Reflection,Polite,easy,1,2,2,4,35.0,100.0,True,,,,,61.0,0.0,1.0,1.0,50.0,,query_order|track_shipping,True,True,True,True,100.0,227257,348.2,15.9,0,,53.7,53.7,79.33,-0.2563
OOS_016,Reflection,Polite,hard,1,1,3,5,35.0,50.0,True,False,,,,41.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,187196,273.06,19.3,0,,51.0,51.0,65.63,-0.1463
OOS_017,Reflection,Polite,hard,1,4,3,4,67.5,100.0,True,,,,,80.5,0.667,1.0,1.0,83.3,cancel_order|query_order,query_order,True,True,True,True,100.0,203706,300.94,17.5,0,,70.4,70.4,74.22,-0.0382
OOS_018,Reflection,Polite,hard,1,1,1,3,10.0,66.7,True,False,True,,,32.7,1.0,1.0,1.0,100.0,query_order,query_order,True,True,True,True,100.0,217747,399.97,13.1,0,,49.0,49.0,77.27,-0.2827
OOS_019,Reflection,Polite,hard,1,2,2,2,25.0,66.7,True,True,,,,41.7,0.0,1.0,1.0,50.0,cancel_order,query_order|track_shipping,True,True,True,True,100.0,222796,332.64,15.8,1,unauthorized_cancel_claim,44.0,40,78.36,-0.3836
OOS_020,Reflection,Polite,medium,1,2,2,4,35.0,100.0,True,True,,,,61.0,0.667,1.0,1.0,83.3,query_order,query_order|track_shipping,True,True,True,True,100.0,18611,81.19,76.8,0,,72.5,72.5,14.04,0.5846
OOS_021,Reflection,Polite,medium,1,2,2,4,35.0,100.0,True,True,,,,61.0,0.0,1.0,1.0,50.0,,query_order|track_shipping,True,True,True,True,100.0,114717,189.67,32.9,0,,57.1,57.1,54.9,0.022
OOS_022,Reflection,Polite,medium,1,3,2,5,52.5,100.0,True,True,,,,71.5,0.0,1.0,1.0,50.0,,query_order|track_shipping,True,True,True,True,100.0,98310,149.59,41.7,0,,64.1,64.1,41.34,0.2276
OOS_023,Reflection,Polite,medium,1,2,2,3,30.0,100.0,True,,,,,58.0,0.0,1.0,1.0,50.0,,query_order|track_shipping,True,True,True,True,100.0,210216,296.78,21.0,0,,53.2,53.2,75.63,-0.2243
OOS_024,Reflection,Polite,easy,1,2,2,4,35.0,100.0,True,True,,,,61.0,0.0,1.0,1.0,50.0,,query_order|track_shipping,True,True,True,True,100.0,158550,220.32,25.2,0,,55.5,55.5,64.42,-0.0892
OOS_025,Reflection,Polite,easy,1,2,2,3,30.0,100.0,True,True,,,,58.0,0.0,1.0,1.0,50.0,,query_order|track_shipping,True,True,True,True,100.0,177110,267.19,20.7,0,,53.1,53.1,68.45,-0.1535
OOS_026,Reflection,Polite,easy,1,1,1,3,10.0,100.0,,,,,,46.0,0.0,1.0,1.0,50.0,,query_order|track_shipping,True,True,True,True,100.0,225457,323.01,17.2,0,,46.4,46.4,78.94,-0.3254
OOS_027,Reflection,Polite,easy,1,1,1,4,15.0,100.0,True,,,,,49.0,0.667,1.0,1.0,83.3,cancel_order|query_order,query_order,True,True,True,True,100.0,229261,320.83,17.3,0,,54.6,54.6,79.77,-0.2517
OOS_028,Reflection,Polite,hard,1,1,1,3,10.0,50.0,,False,True,,,26.0,0.0,1.0,1.0,50.0,,apply_refund|query_order,True,True,True,True,100.0,227368,331.28,15.9,0,,36.2,36.2,79.35,-0.4315
OOS_029,Reflection,Polite,hard,1,5,4,5,92.5,0.0,,,False,,,55.5,0.667,1.0,0.0,58.3,query_order,apply_refund|query_order,True,True,True,True,100.0,149130,235.98,22.3,0,,53.9,53.9,52.37,0.0153
OOS_030,Reflection,Polite,hard,1,2,2,5,40.0,0.0,,False,,,,24.0,0.667,1.0,0.0,58.3,query_order,apply_refund|query_order,True,True,True,True,100.0,69220,94.31,55.8,0,,44.8,44.8,25.03,0.1977
OOS_031,Reflection,Polite,medium,1,1,1,4,15.0,66.7,True,False,True,,,35.7,0.0,1.0,1.0,50.0,,apply_refund|query_order,True,True,True,True,100.0,148873,261.38,23.8,0,,42.6,42.6,62.32,-0.1972
OOS_032,Reflection,Polite,medium,1,1,1,2,5.0,100.0,True,,,,,43.0,0.0,1.0,1.0,50.0,,apply_refund|query_order,True,True,True,True,100.0,64709,121.57,51.3,0,,51.8,51.8,44.05,0.0775
OOS_033,Reflection,Polite,medium,1,2,2,2,25.0,0.0,,False,,,,15.0,0.667,1.0,0.0,58.3,query_order,apply_refund|query_order,True,True,True,True,100.0,111296,203.25,30.7,0,,35.3,35.3,54.16,-0.1886
OOS_034,Reflection,Polite,easy,1,4,5,5,87.5,100.0,True,,,,,92.5,0.667,1.0,1.0,83.3,query_order,apply_refund|query_order,True,True,True,True,100.0,103889,141.14,39.3,0,,80.8,80.8,42.55,0.3825
OOS_035,Reflection,Polite,easy,1,5,5,5,100.0,50.0,,False,True,,,80.0,0.667,1.0,0.0,58.3,query_order,apply_refund|query_order,True,True,True,True,100.0,106309,132.82,41.7,0,,70.0,70.0,38.08,0.3192
OOS_036,Reflection,Polite,hard,1,2,2,5,40.0,100.0,,,,,,64.0,0.0,1.0,0.0,25.0,query_order,get_policy,True,True,True,True,100.0,63325,79.78,65.9,0,,60.2,60.2,23.75,0.3645
OOS_037,Reflection,Polite,hard,1,2,2,5,40.0,100.0,,True,,,,64.0,0.0,1.0,1.0,50.0,query_order,get_policy,True,True,True,True,100.0,211389,312.25,16.8,0,,55.4,55.4,75.89,-0.2049
OOS_038,Reflection,Polite,medium,1,1,1,3,10.0,66.7,True,True,False,,,32.7,0.0,1.0,1.0,50.0,query_order,get_policy,True,True,True,True,100.0,85888,170.89,36.5,0,,43.7,43.7,33.64,0.1006
OOS_039,Reflection,Polite,medium,1,1,1,2,5.0,100.0,,,,,,43.0,0.0,1.0,0.0,25.0,query_order,get_policy,True,True,True,True,100.0,219317,299.8,20.8,0,,40.7,40.7,77.61,-0.3691
OOS_040,Reflection,Polite,easy,1,2,2,3,30.0,100.0,True,,,,,58.0,0.0,1.0,1.0,50.0,,get_policy,True,True,True,True,100.0,229481,327.42,16.9,0,,52.4,52.4,79.81,-0.2741
OOS_041,Reflection,Polite,easy,1,1,1,4,15.0,100.0,True,True,,,,49.0,0.0,1.0,1.0,50.0,apply_refund|query_order,get_policy,True,True,True,True,100.0,126063,237.96,23.3,0,,49.2,49.2,57.36,-0.0816
OOS_042,Reflection,Polite,hard,1,1,2,3,17.5,50.0,True,,False,,,30.5,0.8,1.0,1.0,90.0,apply_refund|cancel_order|query_order,cancel_order|query_order,True,True,True,True,100.0,225269,358.93,14.7,0,,46.2,46.2,78.9,-0.327
OOS_043,Reflection,Polite,hard,1,2,3,5,47.5,100.0,True,,,,,68.5,0.667,1.0,1.0,83.3,cancel_order|query_order,query_order,True,True,True,True,100.0,68759,90.91,57.8,0,,72.5,72.5,24.93,0.4757
OOS_044,Reflection,Polite,medium,1,5,5,5,100.0,0.0,,False,,,,60.0,1.0,1.0,0.5,87.5,cancel_order|query_order,cancel_order|query_order,True,True,True,True,100.0,62641,66.89,93.2,0,,76.1,76.1,23.6,0.525
OOS_045,Reflection,Polite,medium,1,1,1,3,10.0,100.0,True,,,,,46.0,0.667,1.0,1.0,83.3,query_order,cancel_order|query_order,True,True,True,True,100.0,87483,149.31,41.7,0,,58.0,58.0,38.99,0.1901
OOS_046,Reflection,Polite,easy,1,5,5,5,100.0,0.0,,False,,,,60.0,1.0,1.0,0.5,87.5,cancel_order|query_order,cancel_order|query_order,True,True,True,True,100.0,63016,73.18,75.8,0,,72.7,72.7,23.68,0.4902
