w_outcome,w_tool,w_trajectory,w_efficiency,mean_ReAct,mean_PlanExecute,mean_Reflection,mean_Single_slot,rank1,rank2,rank3,rank4
0.2,0.55,0.05,0.2,64.53,80.08,69.57,76.31,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.55,0.1,0.15,62.99,80.13,71.46,77.03,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.55,0.15,0.1,61.46,80.19,73.36,77.75,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.55,0.2,0.05,59.92,80.24,75.25,78.47,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.6,0.05,0.15,62.22,78.81,69.87,75.62,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.6,0.1,0.1,60.69,78.87,71.77,76.34,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.6,0.15,0.05,59.15,78.92,73.66,77.06,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.65,0.05,0.1,59.92,77.54,70.18,74.93,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.65,0.1,0.05,58.38,77.6,72.07,75.65,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.7,0.05,0.05,57.61,76.27,70.48,74.24,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.05,0.05,0.65,86.98,91.83,67.08,82.64,PlanExecute,ReAct,Single-slot,Reflection
0.25,0.05,0.1,0.6,85.45,91.88,69.01,83.36,PlanExecute,ReAct,Single-slot,Reflection
0.25,0.05,0.15,0.55,83.91,91.93,70.94,84.08,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.05,0.2,0.5,82.37,91.98,72.86,84.81,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.05,0.25,0.45,80.84,92.04,74.76,85.53,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.05,0.3,0.4,79.3,92.09,76.65,86.25,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.05,0.35,0.35,77.77,92.14,78.55,86.97,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.05,0.4,0.3,76.23,92.19,80.44,87.69,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.05,0.45,0.25,74.7,92.24,82.34,88.41,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.05,0.5,0.2,73.16,92.29,84.23,89.13,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.05,0.55,0.15,71.63,92.35,86.13,89.86,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.05,0.6,0.1,70.09,92.4,88.02,90.58,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.05,0.65,0.05,68.55,92.45,89.92,91.3,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.1,0.05,0.6,84.68,90.56,67.4,81.95,PlanExecute,ReAct,Single-slot,Reflection
0.25,0.1,0.1,0.55,83.14,90.61,69.33,82.68,PlanExecute,ReAct,Single-slot,Reflection
0.25,0.1,0.15,0.5,81.6,90.66,71.26,83.4,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.1,0.2,0.45,80.07,90.71,73.17,84.12,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.1,0.25,0.4,78.53,90.77,75.06,84.84,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.1,0.3,0.35,77.0,90.82,76.96,85.56,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.1,0.35,0.3,75.46,90.87,78.85,86.28,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.1,0.4,0.25,73.93,90.92,80.75,87.0,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.1,0.45,0.2,72.39,90.97,82.64,87.72,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.1,0.5,0.15,70.86,91.02,84.54,88.45,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.1,0.55,0.1,69.32,91.08,86.43,89.17,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.1,0.6,0.05,67.78,91.13,88.33,89.89,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.15,0.05,0.55,82.37,89.29,67.73,81.27,PlanExecute,ReAct,Single-slot,Reflection
0.25,0.15,0.1,0.5,80.83,89.34,69.65,81.99,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.15,0.15,0.45,79.3,89.39,71.57,82.71,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.15,0.2,0.4,77.76,89.45,73.47,83.43,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.15,0.25,0.35,76.23,89.5,75.37,84.15,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.15,0.3,0.3,74.69,89.55,77.26,84.87,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.15,0.35,0.25,73.16,89.6,79.16,85.59,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.15,0.4,0.2,71.62,89.65,81.05,86.32,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.15,0.45,0.15,70.09,89.7,82.95,87.04,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.15,0.5,0.1,68.55,89.76,84.84,87.76,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.15,0.55,0.05,67.01,89.81,86.74,88.48,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.2,0.05,0.5,80.06,88.02,68.05,80.58,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.2,0.1,0.45,78.53,88.07,69.97,81.3,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.2,0.15,0.4,76.99,88.12,71.88,82.02,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.2,0.2,0.35,75.46,88.18,73.78,82.74,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.2,0.25,0.3,73.92,88.23,75.67,83.46,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.2,0.3,0.25,72.39,88.28,77.57,84.18,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.2,0.35,0.2,70.85,88.33,79.46,84.91,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.2,0.4,0.15,69.32,88.38,81.36,85.63,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.2,0.45,0.1,67.78,88.43,83.26,86.35,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.2,0.5,0.05,66.25,88.49,85.15,87.07,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.25,0.05,0.45,77.76,86.75,68.37,79.89,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.25,0.1,0.4,76.22,86.8,70.29,80.61,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.25,0.15,0.35,74.69,86.86,72.19,81.33,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.25,0.2,0.3,73.15,86.91,74.09,82.05,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.25,0.25,0.25,71.62,86.96,75.98,82.77,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.25,0.3,0.2,70.08,87.01,77.88,83.5,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.25,0.35,0.15,68.55,87.06,79.77,84.22,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.25,0.4,0.1,67.01,87.11,81.67,84.94,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.25,0.45,0.05,65.48,87.16,83.56,85.66,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.3,0.05,0.4,75.45,85.48,68.68,79.2,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.3,0.1,0.35,73.92,85.53,70.6,79.92,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.3,0.15,0.3,72.38,85.59,72.5,80.64,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.3,0.2,0.25,70.85,85.64,74.39,81.37,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.3,0.25,0.2,69.31,85.69,76.29,82.09,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.3,0.3,0.15,67.78,85.74,78.18,82.81,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.3,0.35,0.1,66.24,85.79,80.08,83.53,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.3,0.4,0.05,64.71,85.84,81.97,84.25,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.35,0.05,0.35,73.15,84.21,69.0,78.51,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.35,0.1,0.3,71.61,84.26,70.91,79.23,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.35,0.15,0.25,70.08,84.32,72.8,79.96,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.35,0.2,0.2,68.54,84.37,74.7,80.68,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.35,0.25,0.15,67.01,84.42,76.59,81.4,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.35,0.3,0.1,65.47,84.47,78.49,82.12,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.35,0.35,0.05,63.94,84.52,80.38,82.84,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.4,0.05,0.3,70.84,82.94,69.32,77.83,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.4,0.1,0.25,69.31,83.0,71.21,78.55,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.4,0.15,0.2,67.77,83.05,73.11,79.27,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.4,0.2,0.15,66.24,83.1,75.01,79.99,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.4,0.25,0.1,64.7,83.15,76.9,80.71,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.4,0.3,0.05,63.17,83.2,78.8,81.43,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.45,0.05,0.25,68.54,81.67,69.63,77.14,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.45,0.1,0.2,67.0,81.73,71.52,77.86,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.45,0.15,0.15,65.47,81.78,73.42,78.58,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.45,0.2,0.1,63.93,81.83,75.31,79.3,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.45,0.25,0.05,62.4,81.88,77.21,80.02,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.5,0.05,0.2,66.23,80.4,69.93,76.45,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.5,0.1,0.15,64.7,80.46,71.83,77.17,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.5,0.15,0.1,63.16,80.51,73.72,77.89,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.5,0.2,0.05,61.63,80.56,75.62,78.61,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.55,0.05,0.15,63.93,79.14,70.24,75.76,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.55,0.1,0.1,62.39,79.19,72.13,76.48,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.55,0.15,0.05,60.86,79.24,74.03,77.2,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.6,0.05,0.1,61.62,77.87,70.55,75.07,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.6,0.1,0.05,60.09,77.92,72.44,75.79,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.65,0.05,0.05,59.32,76.6,70.85,74.39,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.05,0.05,0.6,86.38,90.88,67.77,82.09,PlanExecute,ReAct,Single-slot,Reflection
0.3,0.05,0.1,0.55,84.84,90.93,69.7,82.82,PlanExecute,ReAct,Single-slot,Reflection
0.3,0.05,0.15,0.5,83.31,90.99,71.62,83.54,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.05,0.2,0.45,81.77,91.04,73.53,84.26,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.05,0.25,0.4,80.24,91.09,75.43,84.98,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.05,0.3,0.35,78.7,91.14,77.32,85.7,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.05,0.35,0.3,77.17,91.19,79.22,86.42,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.05,0.4,0.25,75.63,91.24,81.11,87.14,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.05,0.45,0.2,74.1,91.3,83.01,87.86,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.05,0.5,0.15,72.56,91.35,84.91,88.59,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.05,0.55,0.1,71.02,91.4,86.8,89.31,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.05,0.6,0.05,69.49,91.45,88.7,90.03,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.1,0.05,0.55,84.07,89.61,68.09,81.41,PlanExecute,ReAct,Single-slot,Reflection
0.3,0.1,0.1,0.5,82.54,89.66,70.02,82.13,PlanExecute,ReAct,Single-slot,Reflection
0.3,0.1,0.15,0.45,81.0,89.72,71.94,82.85,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.1,0.2,0.4,79.47,89.77,73.84,83.57,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.1,0.25,0.35,77.93,89.82,75.74,84.29,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.1,0.3,0.3,76.4,89.87,77.63,85.01,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.1,0.35,0.25,74.86,89.92,79.53,85.73,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.1,0.4,0.2,73.33,89.97,81.42,86.46,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.1,0.45,0.15,71.79,90.03,83.32,87.18,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.1,0.5,0.1,70.25,90.08,85.21,87.9,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.1,0.55,0.05,68.72,90.13,87.11,88.62,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.15,0.05,0.5,81.77,88.34,68.41,80.72,PlanExecute,ReAct,Single-slot,Reflection
0.3,0.15,0.1,0.45,80.23,88.39,70.34,81.44,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.15,0.15,0.4,78.7,88.45,72.25,82.16,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.15,0.2,0.35,77.16,88.5,74.15,82.88,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.15,0.25,0.3,75.63,88.55,76.04,83.6,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.15,0.3,0.25,74.09,88.6,77.94,84.32,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.15,0.35,0.2,72.56,88.65,79.83,85.05,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.15,0.4,0.15,71.02,88.7,81.73,85.77,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.15,0.45,0.1,69.48,88.76,83.62,86.49,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.15,0.5,0.05,67.95,88.81,85.52,87.21,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.2,0.05,0.45,79.46,87.07,68.73,80.03,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.2,0.1,0.4,77.93,87.13,70.66,80.75,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.2,0.15,0.35,76.39,87.18,72.56,81.47,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.2,0.2,0.3,74.86,87.23,74.45,82.19,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.2,0.25,0.25,73.32,87.28,76.35,82.92,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.2,0.3,0.2,71.79,87.33,78.24,83.64,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.2,0.35,0.15,70.25,87.38,80.14,84.36,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.2,0.4,0.1,68.71,87.44,82.03,85.08,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.2,0.45,0.05,67.18,87.49,83.93,85.8,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.25,0.05,0.4,77.16,85.8,69.05,79.34,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.25,0.1,0.35,75.62,85.86,70.97,80.06,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.25,0.15,0.3,74.09,85.91,72.86,80.78,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.25,0.2,0.25,72.55,85.96,74.76,81.51,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.25,0.25,0.2,71.02,86.01,76.66,82.23,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.25,0.3,0.15,69.48,86.06,78.55,82.95,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.25,0.35,0.1,67.95,86.11,80.45,83.67,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.25,0.4,0.05,66.41,86.17,82.34,84.39,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.3,0.05,0.35,74.85,84.54,69.37,78.65,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.3,0.1,0.3,73.32,84.59,71.28,79.38,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.3,0.15,0.25,71.78,84.64,73.17,80.1,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.3,0.2,0.2,70.25,84.69,75.07,80.82,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.3,0.25,0.15,68.71,84.74,76.96,81.54,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.3,0.3,0.1,67.18,84.79,78.86,82.26,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.3,0.35,0.05,65.64,84.84,80.75,82.98,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.35,0.05,0.3,72.55,83.27,69.68,77.97,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.35,0.1,0.25,71.01,83.32,71.58,78.69,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.35,0.15,0.2,69.48,83.37,73.48,79.41,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.35,0.2,0.15,67.94,83.42,75.37,80.13,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.35,0.25,0.1,66.41,83.47,77.27,80.85,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.35,0.3,0.05,64.87,83.52,79.16,81.57,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.4,0.05,0.25,70.24,82.0,69.99,77.28,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.4,0.1,0.2,68.71,82.05,71.89,78.0,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.4,0.15,0.15,67.17,82.1,73.78,78.72,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.4,0.2,0.1,65.64,82.15,75.68,79.44,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.4,0.25,0.05,64.1,82.2,77.57,80.16,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.45,0.05,0.2,67.94,80.73,70.3,76.59,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.45,0.1,0.15,66.4,80.78,72.2,77.31,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.45,0.15,0.1,64.87,80.83,74.09,78.03,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.45,0.2,0.05,63.33,80.88,75.99,78.75,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.5,0.05,0.15,65.63,79.46,70.61,75.9,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.5,0.1,0.1,64.1,79.51,72.5,76.62,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.5,0.15,0.05,62.56,79.56,74.4,77.34,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.55,0.05,0.1,63.33,78.19,70.91,75.21,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.55,0.1,0.05,61.79,78.24,72.81,75.93,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.6,0.05,0.05,61.02,76.92,71.22,74.53,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.05,0.05,0.55,85.78,89.93,68.46,81.55,PlanExecute,ReAct,Single-slot,Reflection
0.35,0.05,0.1,0.5,84.24,89.99,70.39,82.27,PlanExecute,ReAct,Single-slot,Reflection
0.35,0.05,0.15,0.45,82.71,90.04,72.31,82.99,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.05,0.2,0.4,81.17,90.09,74.21,83.71,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.05,0.25,0.35,79.64,90.14,76.1,84.43,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.05,0.3,0.3,78.1,90.19,78.0,85.15,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.05,0.35,0.25,76.57,90.24,79.89,85.87,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.05,0.4,0.2,75.03,90.3,81.79,86.6,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.05,0.45,0.15,73.49,90.35,83.68,87.32,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.05,0.5,0.1,71.96,90.4,85.58,88.04,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.05,0.55,0.05,70.42,90.45,87.47,88.76,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.1,0.05,0.5,83.47,88.67,68.78,80.86,PlanExecute,ReAct,Single-slot,Reflection
0.35,0.1,0.1,0.45,81.94,88.72,70.7,81.58,PlanExecute,ReAct,Single-slot,Reflection
0.35,0.1,0.15,0.4,80.4,88.77,72.62,82.3,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.1,0.2,0.35,78.87,88.82,74.51,83.02,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.1,0.25,0.3,77.33,88.87,76.41,83.74,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.1,0.3,0.25,75.8,88.92,78.31,84.47,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.1,0.35,0.2,74.26,88.98,80.2,85.19,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.1,0.4,0.15,72.72,89.03,82.1,85.91,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.1,0.45,0.1,71.19,89.08,83.99,86.63,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.1,0.5,0.05,69.65,89.13,85.89,87.35,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.15,0.05,0.45,81.17,87.4,69.1,80.17,PlanExecute,ReAct,Single-slot,Reflection
0.35,0.15,0.1,0.4,79.63,87.45,71.02,80.89,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.15,0.15,0.35,78.1,87.5,72.93,81.61,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.15,0.2,0.3,76.56,87.55,74.82,82.33,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.15,0.25,0.25,75.03,87.6,76.72,83.06,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.15,0.3,0.2,73.49,87.65,78.61,83.78,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.15,0.35,0.15,71.95,87.71,80.51,84.5,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.15,0.4,0.1,70.42,87.76,82.4,85.22,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.15,0.45,0.05,68.88,87.81,84.3,85.94,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.2,0.05,0.4,78.86,86.13,69.42,79.48,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.2,0.1,0.35,77.33,86.18,71.34,80.2,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.2,0.15,0.3,75.79,86.23,73.23,80.93,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.2,0.2,0.25,74.26,86.28,75.13,81.65,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.2,0.25,0.2,72.72,86.33,77.02,82.37,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.2,0.3,0.15,71.18,86.38,78.92,83.09,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.2,0.35,0.1,69.65,86.44,80.81,83.81,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.2,0.4,0.05,68.11,86.49,82.71,84.53,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.25,0.05,0.35,76.56,84.86,69.74,78.79,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.25,0.1,0.3,75.02,84.91,71.64,79.52,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.25,0.15,0.25,73.49,84.96,73.54,80.24,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.25,0.2,0.2,71.95,85.01,75.43,80.96,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.25,0.25,0.15,70.41,85.06,77.33,81.68,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.25,0.3,0.1,68.88,85.12,79.22,82.4,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.25,0.35,0.05,67.34,85.17,81.12,83.12,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.3,0.05,0.3,74.25,83.59,70.05,78.11,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.3,0.1,0.25,72.72,83.64,71.95,78.83,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.3,0.15,0.2,71.18,83.69,73.85,79.55,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.3,0.2,0.15,69.65,83.74,75.74,80.27,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.3,0.25,0.1,68.11,83.79,77.64,80.99,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.3,0.3,0.05,66.57,83.85,79.53,81.71,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.35,0.05,0.25,71.95,82.32,70.36,77.42,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.35,0.1,0.2,70.41,82.37,72.26,78.14,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.35,0.15,0.15,68.88,82.42,74.15,78.86,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.35,0.2,0.1,67.34,82.47,76.05,79.58,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.35,0.25,0.05,65.8,82.52,77.94,80.3,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.4,0.05,0.2,69.64,81.05,70.67,76.73,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.4,0.1,0.15,68.11,81.1,72.56,77.45,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.4,0.15,0.1,66.57,81.15,74.46,78.17,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.4,0.2,0.05,65.03,81.2,76.35,78.89,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.45,0.05,0.15,67.34,79.78,70.97,76.04,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.45,0.1,0.1,65.8,79.83,72.87,76.76,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.45,0.15,0.05,64.26,79.88,74.76,77.48,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.5,0.05,0.1,65.03,78.51,71.28,75.35,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.5,0.1,0.05,63.49,78.56,73.18,76.08,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.55,0.05,0.05,62.72,77.24,71.59,74.67,PlanExecute,Single-slot,Reflection,ReAct
0.4,0.05,0.05,0.5,85.18,88.99,69.15,81.0,PlanExecute,ReAct,Single-slot,Reflection
0.4,0.05,0.1,0.45,83.64,89.04,71.07,81.72,PlanExecute,ReAct,Single-slot,Reflection
0.4,0.05,0.15,0.4,82.11,89.09,72.99,82.44,PlanExecute,Single-slot,ReAct,Reflection
0.4,0.05,0.2,0.35,80.57,89.14,74.88,83.16,PlanExecute,Single-slot,ReAct,Reflection
0.4,0.05,0.25,0.3,79.04,89.19,76.78,83.88,PlanExecute,Single-slot,ReAct,Reflection
0.4,0.05,0.3,0.25,77.5,89.25,78.67,84.61,PlanExecute,Single-slot,Reflection,ReAct
0.4,0.05,0.35,0.2,75.96,89.3,80.57,85.33,PlanExecute,Single-slot,Reflection,ReAct
0.4,0.05,0.4,0.15,74.43,89.35,82.46,86.05,PlanExecute,Single-slot,Reflection,ReAct
