case_id,agent_type,persona_type,run_status,score_s_resolution,score_s_completeness,score_s_tone,final_score_0_100,reasoning_s_resolution,reasoning_s_completeness,reasoning_s_tone
CASE_110,ReAct,VIP,SUCCESS,,,,40.0,,,
CASE_111,ReAct,VIP,SUCCESS,,,,20.0,,,
CASE_112,ReAct,VIP,SUCCESS,,,,35.0,,,
CASE_113,ReAct,VIP,SUCCESS,,,,40.0,,,
CASE_114,ReAct,VIP,SUCCESS,,,,40.0,,,
CASE_115,ReAct,VIP,SUCCESS,,,,32.5,,,
CASE_116,ReAct,VIP,SUCCESS,,,,40.0,,,
CASE_117,ReAct,VIP,SUCCESS,,,,40.0,,,
CASE_118,ReAct,VIP,SUCCESS,,,,32.5,,,
CASE_119,ReAct,VIP,SUCCESS,,,,52.5,,,
CASE_120,ReAct,VIP,SUCCESS,,,,40.0,,,
CASE_121,ReAct,VIP,SUCCESS,,,,40.0,,,
CASE_122,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_123,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_124,ReAct,VIP,SUCCESS,,,,40.0,,,
CASE_125,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_126,ReAct,VIP,SUCCESS,,,,72.5,,,
CASE_127,ReAct,VIP,SUCCESS,,,,40.0,,,
CASE_128,ReAct,VIP,SUCCESS,,,,40.0,,,
CASE_129,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_130,ReAct,VIP,SUCCESS,,,,27.5,,,
CASE_131,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_132,ReAct,VIP,LOOP_FAILURE,,,,100.0,,,
CASE_133,ReAct,VIP,LOOP_FAILURE,,,,100.0,,,
CASE_134,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_135,ReAct,VIP,SUCCESS,,,,60.0,,,
CASE_136,ReAct,VIP,SUCCESS,,,,60.0,,,
CASE_137,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_138,ReAct,VIP,SUCCESS,,,,47.5,,,
CASE_139,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_140,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_142,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_143,ReAct,VIP,SUCCESS,,,,40.0,,,
CASE_144,ReAct,VIP,SUCCESS,,,,47.5,,,
CASE_145,ReAct,VIP,SUCCESS,,,,52.5,,,
CASE_146,ReAct,VIP,SUCCESS,,,,52.5,,,
CASE_147,ReAct,VIP,SUCCESS,,,,87.5,,,
CASE_148,ReAct,VIP,SUCCESS,,,,87.5,,,
CASE_149,ReAct,VIP,SUCCESS,,,,92.5,,,
CASE_150,ReAct,VIP,SUCCESS,,,,100.0,,,
CASE_003,PlanExecute,VIP,SUCCESS,,,,100.0,,,
CASE_004,PlanExecute,VIP,SUCCESS,,,,100.0,,,
CASE_005,PlanExecute,VIP,SUCCESS,,,,100.0,,,
CASE_006,PlanExecute,VIP,SUCCESS,,,,35.0,,,
CASE_007,PlanExecute,VIP,SUCCESS,,,,40.0,,,
CASE_008,PlanExecute,VIP,SUCCESS,,,,75.0,,,
CASE_009,PlanExecute,VIP,SUCCESS,,,,75.0,,,
CASE_010,PlanExecute,VIP,SUCCESS,,,,100.0,,,
CASE_011,PlanExecute,VIP,SUCCESS,,,,75.0,,,
CASE_012,PlanExecute,VIP,SUCCESS,,,,35.0,,,
CASE_013,PlanExecute,VIP,SUCCESS,,,,30.0,,,
CASE_014,PlanExecute,VIP,SUCCESS,,,,30.0,,,
CASE_016,PlanExecute,VIP,SUCCESS,,,,100.0,,,
CASE_017,PlanExecute,VIP,SUCCESS,,,,52.5,,,
CASE_018,PlanExecute,VIP,SUCCESS,,,,40.0,,,
CASE_019,PlanExecute,VIP,SUCCESS,,,,42.5,,,
CASE_020,PlanExecute,VIP,SUCCESS,,,,50.0,,,
CASE_021,PlanExecute,VIP,SUCCESS,,,,100.0,,,
CASE_022,PlanExecute,VIP,LOOP_FAILURE,,,,5.0,,,
CASE_023,PlanExecute,VIP,SUCCESS,,,,100.0,,,
CASE_024,PlanExecute,VIP,SUCCESS,,,,100.0,,,
CASE_025,PlanExecute,VIP,SUCCESS,,,,100.0,,,
CASE_026,PlanExecute,VIP,SUCCESS,,,,100.0,,,
CASE_027,PlanExecute,VIP,FAILED_INCOMPLETE,,,,25.0,,,
CASE_028,PlanExecute,VIP,SUCCESS,,,,100.0,,,
CASE_029,PlanExecute,VIP,SUCCESS,,,,100.0,,,
CASE_030,PlanExecute,VIP,SUCCESS,,,,100.0,,,
CASE_031,PlanExecute,VIP,SUCCESS,,,,100.0,,,
CASE_032,PlanExecute,VIP,SUCCESS,,,,100.0,,,
CASE_033,PlanExecute,VIP,SUCCESS,,,,60.0,,,
CASE_035,PlanExecute,VIP,SUCCESS,,,,67.5,,,
CASE_036,PlanExecute,VIP,SUCCESS,,,,100.0,,,
CASE_038,PlanExecute,VIP,SUCCESS,,,,42.5,,,
CASE_039,PlanExecute,VIP,SUCCESS,,,,40.0,,,
CASE_040,PlanExecute,VIP,SUCCESS,,,,100.0,,,
CASE_041,PlanExecute,VIP,SUCCESS,,,,52.5,,,
CASE_042,PlanExecute,VIP,SUCCESS,,,,35.0,,,
CASE_043,PlanExecute,VIP,SUCCESS,,,,35.0,,,
CASE_044,PlanExecute,VIP,SUCCESS,,,,30.0,,,
CASE_045,PlanExecute,VIP,SUCCESS,,,,42.5,,,
CASE_046,PlanExecute,VIP,SUCCESS,,,,30.0,,,
CASE_047,PlanExecute,VIP,SUCCESS,,,,35.0,,,
CASE_048,PlanExecute,VIP,SUCCESS,,,,35.0,,,
CASE_049,PlanExecute,VIP,SUCCESS,,,,15.0,,,
CASE_050,PlanExecute,VIP,SUCCESS,,,,50.0,,,
CASE_051,PlanExecute,VIP,SUCCESS,,,,40.0,,,
CASE_052,PlanExecute,VIP,SUCCESS,,,,47.5,,,
CASE_053,PlanExecute,VIP,SUCCESS,,,,100.0,,,
CASE_054,PlanExecute,VIP,SUCCESS,,,,85.0,,,
CASE_055,PlanExecute,VIP,SUCCESS,,,,50.0,,,
CASE_056,PlanExecute,VIP,SUCCESS,,,,52.5,,,
CASE_057,PlanExecute,VIP,SUCCESS,,,,100.0,,,
CASE_058,PlanExecute,VIP,SUCCESS,,,,40.0,,,
CASE_059,PlanExecute,VIP,SUCCESS,,,,95.0,,,
CASE_060,PlanExecute,VIP,SUCCESS,,,,52.5,,,
CASE_061,PlanExecute,VIP,SUCCESS,,,,75.0,,,
CASE_062,PlanExecute,VIP,SUCCESS,,,,100.0,,,
CASE_063,PlanExecute,VIP,SUCCESS,,,,15.0,,,
CASE_064,PlanExecute,VIP,SUCCESS,,,,77.5,,,
CASE_065,PlanExecute,VIP,SUCCESS,,,,17.5,,,
CASE_066,PlanExecute,VIP,SUCCESS,,,,55.0,,,
CASE_067,PlanExecute,VIP,SUCCESS,,,,40.0,,,
CASE_068,PlanExecute,VIP,SUCCESS,,,,35.0,,,
CASE_069,PlanExecute,VIP,SUCCESS,,,,30.0,,,
CASE_070,PlanExecute,VIP,SUCCESS,,,,35.0,,,
CASE_071,PlanExecute,VIP,SUCCESS,,,,100.0,,,
CASE_072,PlanExecute,VIP,SUCCESS,,,,100.0,,,
CASE_073,PlanExecute,VIP,SUCCESS,,,,100.0,,,
CASE_074,PlanExecute,VIP,SUCCESS,,,,100.0,,,
CASE_076,PlanExecute,VIP,SUCCESS,,,,100.0,,,
CASE_078,PlanExecute,VIP,SUCCESS,,,,100.0,,,
CASE_079,PlanExecute,VIP,SUCCESS,,,,100.0,,,
CASE_080,PlanExecute,VIP,SUCCESS,,,,100.0,,,
CASE_083,PlanExecute,VIP,SUCCESS,,,,100.0,,,
CASE_084,PlanExecute,VIP,SUCCESS,,,,100.0,,,
CASE_086,PlanExecute,VIP,SUCCESS,,,,100.0,,,
CASE_122,PlanExecute,VIP,SUCCESS,,,,35.0,,,
CASE_073,Reflection,VIP,SUCCESS,,,,100.0,,,
CASE_074,Reflection,VIP,SUCCESS,,,,75.0,,,
CASE_075,Reflection,VIP,SUCCESS,,,,75.0,,,
CASE_076,Reflection,VIP,SUCCESS,,,,100.0,,,
CASE_077,Reflection,VIP,SUCCESS,,,,72.5,,,
CASE_078,Reflection,VIP,SUCCESS,,,,100.0,,,
CASE_079,Reflection,VIP,SUCCESS,,,,100.0,,,
CASE_080,Reflection,VIP,SUCCESS,,,,60.0,,,
CASE_082,Reflection,VIP,SUCCESS,,,,67.5,,,
CASE_083,Reflection,VIP,SUCCESS,,,,100.0,,,
CASE_084,Reflection,VIP,SUCCESS,,,,100.0,,,
CASE_085,Reflection,VIP,SUCCESS,,,,100.0,,,
CASE_086,Reflection,VIP,SUCCESS,,,,100.0,,,
CASE_087,Reflection,VIP,SUCCESS,,,,100.0,,,
CASE_088,Reflection,VIP,SUCCESS,,,,100.0,,,
CASE_089,Reflection,VIP,SUCCESS,,,,60.0,,,
CASE_090,Reflection,VIP,SUCCESS,,,,67.5,,,
OOS_001,ReAct,standard,SUCCESS,,,,10.0,,,
OOS_028,ReAct,standard,SUCCESS,,,,5.0,,,
OOS_001,ReAct,Polite,SUCCESS,,,,10.0,,,
OOS_028,ReAct,Polite,SUCCESS,,,,52.5,,,
OOS_013,ReAct,Polite,SUCCESS,,,,10.0,,,
OOS_020,ReAct,Polite,SUCCESS,,,,52.5,,,
OOS_013,ReAct,Adversarial,SUCCESS,,,,40.0,,,
OOS_020,ReAct,Adversarial,SUCCESS,,,,52.5,,,
OOS_013,ReAct,VIP,LOOP_FAILURE,,,,40.0,,,
OOS_020,ReAct,VIP,SUCCESS,,,,52.5,,,
OOS_013,PlanExecute,Polite,SUCCESS,,,,35.0,,,
OOS_020,PlanExecute,Polite,SUCCESS,,,,47.5,,,
OOS_013,PlanExecute,Adversarial,SUCCESS,,,,35.0,,,
OOS_020,PlanExecute,Adversarial,SUCCESS,,,,25.0,,,
OOS_013,PlanExecute,VIP,SUCCESS,,,,100.0,,,
OOS_020,PlanExecute,VIP,SUCCESS,,,,30.0,,,
OOS_013,Reflection,Polite,SUCCESS,,,,40.0,,,
OOS_020,Reflection,Polite,SUCCESS,,,,35.0,,,
OOS_013,Reflection,Adversarial,SUCCESS,,,,35.0,,,
OOS_020,Reflection,Adversarial,SUCCESS,,,,25.0,,,
OOS_013,Reflection,VIP,LOOP_FAILURE,,,,40.0,,,
OOS_020,Reflection,VIP,SUCCESS,,,,30.0,,,
OOS_013,Single-slot,Polite,SUCCESS,,,,10.0,,,
OOS_020,Single-slot,Polite,FAILED_INCOMPLETE,,,,25.0,,,
OOS_013,Single-slot,Adversarial,SUCCESS,,,,22.5,,,
OOS_020,Single-slot,Adversarial,FAILED_INCOMPLETE,,,,25.0,,,
OOS_013,Single-slot,VIP,SUCCESS,,,,22.5,,,
OOS_020,Single-slot,VIP,SUCCESS,,,,22.5,,,
OOS_001,Single-slot,Polite,SUCCESS,,,,15.0,,,
OOS_002,Single-slot,Polite,FAILED_INCOMPLETE,2,2,4,35.0,"The agent failed to address the return tracking intent, instead confusing the initial delivery with the return pickup and offering no resolution.","The agent provided no actionable information regarding the return pickup, leaving the customer with no path forward.",The agent maintained a professional and empathetic tone throughout the interaction.
