w_outcome,w_tool,w_trajectory,w_efficiency,mean_ReAct,mean_PlanExecute,mean_Reflection,mean_Single_slot,rank1,rank2,rank3,rank4
0.2,0.55,0.05,0.2,64.27,78.94,64.83,75.43,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.55,0.1,0.15,62.6,78.93,67.78,75.84,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.55,0.15,0.1,60.93,78.92,70.74,76.25,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.55,0.2,0.05,59.25,78.91,73.69,76.66,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.6,0.05,0.15,62.0,77.91,66.49,74.63,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.6,0.1,0.1,60.33,77.9,69.44,75.04,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.6,0.15,0.05,58.66,77.89,72.39,75.45,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.65,0.05,0.1,59.74,76.87,68.15,73.83,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.65,0.1,0.05,58.07,76.86,71.1,74.24,PlanExecute,Single-slot,Reflection,ReAct
0.2,0.7,0.05,0.05,57.48,75.84,69.8,73.03,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.05,0.05,0.65,84.79,87.1,48.95,81.52,PlanExecute,ReAct,Single-slot,Reflection
0.25,0.05,0.1,0.6,83.12,87.09,51.93,81.93,PlanExecute,ReAct,Single-slot,Reflection
0.25,0.05,0.15,0.55,81.45,87.08,54.91,82.34,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.05,0.2,0.5,79.78,87.07,57.89,82.75,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.05,0.25,0.45,78.11,87.06,60.84,83.16,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.05,0.3,0.4,76.44,87.06,63.79,83.56,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.05,0.35,0.35,74.77,87.05,66.74,83.97,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.05,0.4,0.3,73.1,87.04,69.69,84.38,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.05,0.45,0.25,71.43,87.03,72.64,84.79,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.05,0.5,0.2,69.76,87.02,75.6,85.2,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.05,0.55,0.15,68.09,87.01,78.55,85.61,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.05,0.6,0.1,66.42,87.0,81.5,86.02,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.05,0.65,0.05,64.75,86.99,84.45,86.43,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.1,0.05,0.6,82.53,86.07,50.62,80.72,PlanExecute,ReAct,Single-slot,Reflection
0.25,0.1,0.1,0.55,80.86,86.06,53.6,81.13,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.1,0.15,0.5,79.19,86.05,56.58,81.54,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.1,0.2,0.45,77.52,86.04,59.54,81.95,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.1,0.25,0.4,75.85,86.03,62.49,82.36,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.1,0.3,0.35,74.18,86.02,65.45,82.76,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.1,0.35,0.3,72.51,86.01,68.4,83.17,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.1,0.4,0.25,70.84,86.0,71.35,83.58,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.1,0.45,0.2,69.17,85.99,74.3,83.99,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.1,0.5,0.15,67.5,85.99,77.25,84.4,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.1,0.55,0.1,65.83,85.98,80.21,84.81,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.1,0.6,0.05,64.16,85.97,83.16,85.22,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.15,0.05,0.55,80.27,85.04,52.29,79.92,PlanExecute,ReAct,Single-slot,Reflection
0.25,0.15,0.1,0.5,78.6,85.03,55.27,80.33,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.15,0.15,0.45,76.93,85.02,58.25,80.74,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.15,0.2,0.4,75.26,85.01,61.2,81.15,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.15,0.25,0.35,73.59,85.0,64.15,81.55,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.15,0.3,0.3,71.92,84.99,67.1,81.96,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.15,0.35,0.25,70.25,84.98,70.06,82.37,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.15,0.4,0.2,68.58,84.97,73.01,82.78,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.15,0.45,0.15,66.91,84.96,75.96,83.19,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.15,0.5,0.1,65.23,84.95,78.91,83.6,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.15,0.55,0.05,63.56,84.94,81.86,84.01,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.2,0.05,0.5,78.01,84.0,53.96,79.12,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.2,0.1,0.45,76.34,84.0,56.94,79.53,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.2,0.15,0.4,74.66,83.99,59.91,79.94,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.2,0.2,0.35,72.99,83.98,62.86,80.35,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.2,0.25,0.3,71.32,83.97,65.81,80.75,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.2,0.3,0.25,69.65,83.96,68.76,81.16,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.2,0.35,0.2,67.98,83.95,71.71,81.57,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.2,0.4,0.15,66.31,83.94,74.66,81.98,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.2,0.45,0.1,64.64,83.93,77.62,82.39,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.2,0.5,0.05,62.97,83.92,80.57,82.8,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.25,0.05,0.45,75.74,82.97,55.63,78.32,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.25,0.1,0.4,74.07,82.96,58.61,78.73,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.25,0.15,0.35,72.4,82.95,61.56,79.14,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.25,0.2,0.3,70.73,82.94,64.52,79.55,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.25,0.25,0.25,69.06,82.93,67.47,79.95,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.25,0.3,0.2,67.39,82.93,70.42,80.36,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.25,0.35,0.15,65.72,82.92,73.37,80.77,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.25,0.4,0.1,64.05,82.91,76.32,81.18,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.25,0.45,0.05,62.38,82.9,79.27,81.59,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.3,0.05,0.4,73.48,81.94,57.3,77.52,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.3,0.1,0.35,71.81,81.93,60.27,77.93,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.3,0.15,0.3,70.14,81.92,63.22,78.34,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.3,0.2,0.25,68.47,81.91,66.17,78.74,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.3,0.25,0.2,66.8,81.9,69.12,79.15,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.3,0.3,0.15,65.13,81.89,72.08,79.56,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.3,0.35,0.1,63.46,81.88,75.03,79.97,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.3,0.4,0.05,61.79,81.87,77.98,80.38,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.35,0.05,0.35,71.22,80.91,58.96,76.72,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.35,0.1,0.3,69.55,80.9,61.93,77.13,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.35,0.15,0.25,67.88,80.89,64.88,77.54,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.35,0.2,0.2,66.2,80.88,67.83,77.94,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.35,0.25,0.15,64.53,80.87,70.78,78.35,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.35,0.3,0.1,62.86,80.86,73.73,78.76,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.35,0.35,0.05,61.19,80.85,76.69,79.17,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.4,0.05,0.3,68.95,79.87,60.63,75.92,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.4,0.1,0.25,67.28,79.87,63.58,76.33,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.4,0.15,0.2,65.61,79.86,66.54,76.73,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.4,0.2,0.15,63.94,79.85,69.49,77.14,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.4,0.25,0.1,62.27,79.84,72.44,77.55,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.4,0.3,0.05,60.6,79.83,75.39,77.96,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.45,0.05,0.25,66.69,78.84,62.29,75.12,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.45,0.1,0.2,65.02,78.83,65.24,75.53,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.45,0.15,0.15,63.35,78.82,68.19,75.93,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.45,0.2,0.1,61.68,78.81,71.14,76.34,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.45,0.25,0.05,60.01,78.8,74.1,76.75,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.5,0.05,0.2,64.43,77.81,63.95,74.32,PlanExecute,Single-slot,ReAct,Reflection
0.25,0.5,0.1,0.15,62.76,77.8,66.9,74.72,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.5,0.15,0.1,61.09,77.79,69.85,75.13,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.5,0.2,0.05,59.42,77.78,72.8,75.54,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.55,0.05,0.15,62.16,76.78,65.6,73.52,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.55,0.1,0.1,60.49,76.77,68.56,73.92,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.55,0.15,0.05,58.82,76.76,71.51,74.33,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.6,0.05,0.1,59.9,75.74,67.26,72.72,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.6,0.1,0.05,58.23,75.74,70.21,73.12,PlanExecute,Single-slot,Reflection,ReAct
0.25,0.65,0.05,0.05,57.64,74.71,68.92,71.91,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.05,0.05,0.6,82.69,84.94,49.73,79.6,PlanExecute,ReAct,Single-slot,Reflection
0.3,0.05,0.1,0.55,81.02,84.93,52.71,80.01,PlanExecute,ReAct,Single-slot,Reflection
0.3,0.05,0.15,0.5,79.35,84.92,55.69,80.42,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.05,0.2,0.45,77.68,84.91,58.66,80.83,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.05,0.25,0.4,76.01,84.9,61.61,81.24,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.05,0.3,0.35,74.34,84.89,64.56,81.65,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.05,0.35,0.3,72.67,84.88,67.51,82.06,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.05,0.4,0.25,71.0,84.87,70.46,82.47,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.05,0.45,0.2,69.33,84.87,73.42,82.88,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.05,0.5,0.15,67.66,84.86,76.37,83.29,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.05,0.55,0.1,65.99,84.85,79.32,83.69,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.05,0.6,0.05,64.32,84.84,82.27,84.1,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.1,0.05,0.55,80.43,83.91,51.4,78.8,PlanExecute,ReAct,Single-slot,Reflection
0.3,0.1,0.1,0.5,78.76,83.9,54.38,79.21,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.1,0.15,0.45,77.09,83.89,57.36,79.62,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.1,0.2,0.4,75.42,83.88,60.31,80.03,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.1,0.25,0.35,73.75,83.87,63.27,80.44,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.1,0.3,0.3,72.08,83.86,66.22,80.85,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.1,0.35,0.25,70.41,83.85,69.17,81.26,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.1,0.4,0.2,68.74,83.84,72.12,81.67,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.1,0.45,0.15,67.07,83.83,75.07,82.08,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.1,0.5,0.1,65.4,83.82,78.02,82.48,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.1,0.55,0.05,63.73,83.81,80.98,82.89,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.15,0.05,0.5,78.17,82.88,53.07,78.0,PlanExecute,ReAct,Single-slot,Reflection
0.3,0.15,0.1,0.45,76.5,82.87,56.05,78.41,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.15,0.15,0.4,74.83,82.86,59.02,78.82,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.15,0.2,0.35,73.15,82.85,61.97,79.23,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.15,0.25,0.3,71.48,82.84,64.92,79.64,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.15,0.3,0.25,69.81,82.83,67.88,80.05,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.15,0.35,0.2,68.14,82.82,70.83,80.46,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.15,0.4,0.15,66.47,82.81,73.78,80.87,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.15,0.45,0.1,64.8,82.8,76.73,81.28,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.15,0.5,0.05,63.13,82.79,79.68,81.68,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.2,0.05,0.45,75.9,81.84,54.74,77.2,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.2,0.1,0.4,74.23,81.83,57.72,77.61,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.2,0.15,0.35,72.56,81.82,60.68,78.02,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.2,0.2,0.3,70.89,81.81,63.63,78.43,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.2,0.25,0.25,69.22,81.81,66.58,78.84,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.2,0.3,0.2,67.55,81.8,69.53,79.25,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.2,0.35,0.15,65.88,81.79,72.48,79.66,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.2,0.4,0.1,64.21,81.78,75.44,80.07,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.2,0.45,0.05,62.54,81.77,78.39,80.47,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.25,0.05,0.4,73.64,80.81,56.41,76.4,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.25,0.1,0.35,71.97,80.8,59.38,76.81,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.25,0.15,0.3,70.3,80.79,62.33,77.22,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.25,0.2,0.25,68.63,80.78,65.29,77.63,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.25,0.25,0.2,66.96,80.77,68.24,78.04,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.25,0.3,0.15,65.29,80.76,71.19,78.45,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.25,0.35,0.1,63.62,80.75,74.14,78.86,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.25,0.4,0.05,61.95,80.74,77.09,79.27,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.3,0.05,0.35,71.38,79.78,58.08,75.6,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.3,0.1,0.3,69.71,79.77,61.04,76.01,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.3,0.15,0.25,68.04,79.76,63.99,76.42,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.3,0.2,0.2,66.37,79.75,66.94,76.83,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.3,0.25,0.15,64.69,79.74,69.9,77.24,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.3,0.3,0.1,63.02,79.73,72.85,77.65,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.3,0.35,0.05,61.35,79.72,75.8,78.06,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.35,0.05,0.3,69.11,78.75,59.74,74.8,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.35,0.1,0.25,67.44,78.74,62.7,75.21,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.35,0.15,0.2,65.77,78.73,65.65,75.62,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.35,0.2,0.15,64.1,78.72,68.6,76.03,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.35,0.25,0.1,62.43,78.71,71.55,76.44,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.35,0.3,0.05,60.76,78.7,74.5,76.85,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.4,0.05,0.25,66.85,77.71,61.4,74.0,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.4,0.1,0.2,65.18,77.7,64.35,74.41,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.4,0.15,0.15,63.51,77.69,67.31,74.82,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.4,0.2,0.1,61.84,77.68,70.26,75.23,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.4,0.25,0.05,60.17,77.67,73.21,75.64,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.45,0.05,0.2,64.59,76.68,63.06,73.2,PlanExecute,Single-slot,ReAct,Reflection
0.3,0.45,0.1,0.15,62.92,76.67,66.01,73.61,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.45,0.15,0.1,61.25,76.66,68.96,74.02,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.45,0.2,0.05,59.58,76.65,71.92,74.43,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.5,0.05,0.15,62.32,75.65,64.72,72.4,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.5,0.1,0.1,60.65,75.64,67.67,72.81,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.5,0.15,0.05,58.98,75.63,70.62,73.22,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.55,0.05,0.1,60.06,74.61,66.38,71.6,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.55,0.1,0.05,58.39,74.61,69.33,72.01,PlanExecute,Single-slot,Reflection,ReAct
0.3,0.6,0.05,0.05,57.8,73.58,68.03,70.8,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.05,0.05,0.55,80.59,82.78,50.51,77.69,PlanExecute,ReAct,Single-slot,Reflection
0.35,0.05,0.1,0.5,78.92,82.77,53.49,78.1,PlanExecute,ReAct,Single-slot,Reflection
0.35,0.05,0.15,0.45,77.25,82.76,56.47,78.51,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.05,0.2,0.4,75.58,82.75,59.43,78.92,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.05,0.25,0.35,73.91,82.74,62.38,79.33,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.05,0.3,0.3,72.24,82.73,65.33,79.73,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.05,0.35,0.25,70.57,82.72,68.28,80.14,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.05,0.4,0.2,68.9,82.71,71.24,80.55,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.05,0.45,0.15,67.23,82.7,74.19,80.96,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.05,0.5,0.1,65.56,82.69,77.14,81.37,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.05,0.55,0.05,63.89,82.68,80.09,81.78,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.1,0.05,0.5,78.33,81.75,52.18,76.89,PlanExecute,ReAct,Single-slot,Reflection
0.35,0.1,0.1,0.45,76.66,81.74,55.16,77.3,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.1,0.15,0.4,74.99,81.73,58.13,77.71,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.1,0.2,0.35,73.32,81.72,61.09,78.12,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.1,0.25,0.3,71.65,81.71,64.04,78.52,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.1,0.3,0.25,69.97,81.7,66.99,78.93,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.1,0.35,0.2,68.3,81.69,69.94,79.34,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.1,0.4,0.15,66.63,81.68,72.89,79.75,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.1,0.45,0.1,64.96,81.67,75.84,80.16,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.1,0.5,0.05,63.29,81.66,78.8,80.57,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.15,0.05,0.45,76.06,80.71,53.85,76.09,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.15,0.1,0.4,74.39,80.7,56.83,76.5,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.15,0.15,0.35,72.72,80.69,59.79,76.91,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.15,0.2,0.3,71.05,80.69,62.74,77.32,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.15,0.25,0.25,69.38,80.68,65.69,77.72,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.15,0.3,0.2,67.71,80.67,68.65,78.13,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.15,0.35,0.15,66.04,80.66,71.6,78.54,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.15,0.4,0.1,64.37,80.65,74.55,78.95,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.15,0.45,0.05,62.7,80.64,77.5,79.36,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.2,0.05,0.4,73.8,79.68,55.52,75.29,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.2,0.1,0.35,72.13,79.67,58.5,75.7,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.2,0.15,0.3,70.46,79.66,61.45,76.11,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.2,0.2,0.25,68.79,79.65,64.4,76.52,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.2,0.25,0.2,67.12,79.64,67.35,76.92,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.2,0.3,0.15,65.45,79.63,70.3,77.33,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.2,0.35,0.1,63.78,79.62,73.26,77.74,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.2,0.4,0.05,62.11,79.61,76.21,78.15,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.25,0.05,0.35,71.54,78.65,57.19,74.49,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.25,0.1,0.3,69.87,78.64,60.15,74.9,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.25,0.15,0.25,68.2,78.63,63.11,75.31,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.25,0.2,0.2,66.53,78.62,66.06,75.71,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.25,0.25,0.15,64.86,78.61,69.01,76.12,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.25,0.3,0.1,63.19,78.6,71.96,76.53,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.25,0.35,0.05,61.51,78.59,74.91,76.94,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.3,0.05,0.3,69.27,77.62,58.86,73.69,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.3,0.1,0.25,67.6,77.61,61.81,74.1,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.3,0.15,0.2,65.93,77.6,64.76,74.51,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.3,0.2,0.15,64.26,77.59,67.72,74.91,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.3,0.25,0.1,62.59,77.58,70.67,75.32,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.3,0.3,0.05,60.92,77.57,73.62,75.73,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.35,0.05,0.25,67.01,76.58,60.52,72.89,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.35,0.1,0.2,65.34,76.57,63.47,73.3,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.35,0.15,0.15,63.67,76.56,66.42,73.7,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.35,0.2,0.1,62.0,76.55,69.37,74.11,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.35,0.25,0.05,60.33,76.55,72.32,74.52,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.4,0.05,0.2,64.75,75.55,62.17,72.09,PlanExecute,Single-slot,ReAct,Reflection
0.35,0.4,0.1,0.15,63.08,75.54,65.13,72.5,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.4,0.15,0.1,61.41,75.53,68.08,72.9,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.4,0.2,0.05,59.74,75.52,71.03,73.31,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.45,0.05,0.15,62.48,74.52,63.83,71.29,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.45,0.1,0.1,60.81,74.51,66.78,71.69,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.45,0.15,0.05,59.14,74.5,69.74,72.1,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.5,0.05,0.1,60.22,73.49,65.49,70.49,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.5,0.1,0.05,58.55,73.48,68.44,70.89,PlanExecute,Single-slot,Reflection,ReAct
0.35,0.55,0.05,0.05,57.96,72.45,67.15,69.68,PlanExecute,Single-slot,Reflection,ReAct
0.4,0.05,0.05,0.5,78.49,80.62,51.29,75.77,PlanExecute,ReAct,Single-slot,Reflection
0.4,0.05,0.1,0.45,76.82,80.61,54.27,76.18,PlanExecute,ReAct,Single-slot,Reflection
0.4,0.05,0.15,0.4,75.15,80.6,57.25,76.59,PlanExecute,Single-slot,ReAct,Reflection
0.4,0.05,0.2,0.35,73.48,80.59,60.2,77.0,PlanExecute,Single-slot,ReAct,Reflection
0.4,0.05,0.25,0.3,71.81,80.58,63.15,77.41,PlanExecute,Single-slot,ReAct,Reflection
0.4,0.05,0.3,0.25,70.14,80.57,66.1,77.82,PlanExecute,Single-slot,ReAct,Reflection
0.4,0.05,0.35,0.2,68.46,80.56,69.05,78.23,PlanExecute,Single-slot,Reflection,ReAct
0.4,0.05,0.4,0.15,66.79,80.55,72.01,78.64,PlanExecute,Single-slot,Reflection,ReAct
